bib number,age,gender,split time (s),final time (s)
11333,38,M,5081,10905
18563,48,M,5269,10906
15388,40,M,5347,10907
46801,40,M,5207,10907
25157,38,M,5217,10908
10879,40,M,5300,10909
26854,38,M,5377,10909
45546,30,M,5326,10910
14792,42,W,5244,10911
48807,35,M,5318,10912
13962,43,M,5316,10913
40375,32,M,5127,10914
33240,34,M,5062,10914
38653,23,M,4810,10915
16285,34,W,5276,10915
34011,40,M,5469,10916
26186,32,M,5552,10916
35463,30,M,5161,10917
49438,24,M,5099,10918
10856,47,M,5109,10919
27020,49,M,5373,10920
49967,39,M,5140,10921
19100,43,M,5260,10921
20535,40,M,5461,10922
10479,23,M,4990,10924
37798,29,M,5359,10925
16678,34,M,5235,10925
14242,49,M,5119,10926
33092,32,M,5363,10926
36557,45,M,5326,10926
14864,52,M,5209,10928
40799,33,M,5419,10929
36255,45,M,5261,10932
29828,31,M,5165,10932
39619,35,M,5163,10935
21829,47,M,5306,10936
31307,37,M,5249,10937
43639,43,M,5254,10938
45434,46,M,5191,10939
15421,45,M,5090,10940
32916,31,M,5236,10941
38082,46,M,5340,10945
11799,23,M,5224,10946
32836,34,M,5225,10946
14658,39,M,5349,10947
32514,41,M,5392,10949
49810,25,W,5367,10949
43203,39,M,5464,10949
33846,32,M,5089,10949
23559,52,M,5056,10951
36183,38,M,5251,10951
13558,39,M,5246,10951
27768,47,M,5203,10954
26516,31,M,5251,10955
38867,31,M,5396,10958
36319,35,M,5271,10959
26759,50,M,5325,10959
17413,40,M,5088,10961
43856,51,M,5283,10962
35703,40,M,5356,10962
41566,26,M,5340,10962
39494,30,M,4890,10963
29668,37,M,5405,10964
17909,30,M,5096,10964
29695,23,M,5193,10965
10648,41,M,5275,10966
23074,46,M,5045,10966
15491,33,M,5006,10967
34954,42,M,5171,10967
27657,22,M,5719,10969
12092,44,M,5278,10970
27095,36,M,5143,10971
45972,36,M,5412,10971
41008,22,W,5360,10972
29897,56,M,5313,10973
20620,51,M,5273,10973
35022,25,W,5299,10974
17037,45,M,5267,10974
46159,42,M,5265,10975
20347,48,M,5486,10978
39016,40,M,5174,10982
14197,41,M,5520,10984
30419,43,M,5041,10984
22096,29,M,5117,10986
17783,38,M,5265,10987
26716,39,M,4331,10988
28377,35,M,5410,10988
39227,35,M,5438,10988
30042,34,M,5363,10991
48041,41,M,5295,10992
13003,47,M,5088,10995
47590,35,M,5330,10995
22570,24,M,5582,10995
38113,42,M,5446,10995
16545,42,M,5262,10995
10953,42,M,5207,10999
47864,46,M,5337,11001
14044,41,M,5339,11001
25295,36,W,5389,11003
39136,44,M,5142,11003
36387,20,M,4661,11003
47532,41,M,5220,11004
14574,45,M,5357,11005
35606,33,M,5542,11007
28833,34,W,5318,11007
45421,45,M,5246,11007
33746,29,M,5362,11007
33374,42,M,5359,11007
39226,35,M,5163,11007
26192,51,M,5304,11007
10984,31,M,5382,11008
12010,47,M,5449,11009
24858,31,M,5264,11011
47012,44,M,5256,11011
25098,37,M,5443,11011
22979,37,M,5246,11012
26273,22,M,5174,11014
41814,54,M,5437,11016
17120,45,M,5332,11016
47801,34,M,5376,11018
14332,37,M,5292,11019
16389,37,M,5050,11020
45379,43,M,5190,11020
27088,40,M,5397,11020
41522,44,M,5288,11022
21464,43,M,5417,11024
39274,33,M,5498,11025
40657,42,M,5411,11026
20784,30,M,5373,11027
24950,37,M,5130,11027
39350,42,W,5336,11027
34114,46,M,5311,11031
14903,44,M,5226,11035
37633,43,M,5335,11036
36785,32,M,5356,11037
46967,40,M,5436,11037
38317,42,M,5339,11041
35520,40,M,5343,11042
44874,45,M,5313,11044
35151,39,M,5298,11044
33145,41,M,5418,11045
35762,37,M,5469,11046
22620,40,M,5450,11046
31346,42,M,5473,11047
19265,44,M,5247,11049
47946,25,M,5185,11051
37893,39,M,5283,11051
29899,30,M,5446,11052
35254,41,M,5266,11052
33489,39,M,5124,11053
42067,33,M,5141,11053
29308,24,W,5563,11054
22265,24,M,4732,11054
36919,43,M,5384,11054
15827,31,M,5291,11055
18652,41,M,4903,11058
21110,22,M,5246,11058
25634,31,M,5377,11059
30806,33,M,5448,11059
15180,46,M,5057,11060
41848,37,M,5479,11060
45402,41,M,5362,11061
32361,32,M,5280,11062
40803,35,M,5415,11063
48529,44,M,5318,11064
37972,39,M,5112,11065
39485,30,M,4568,11066
40412,26,M,5207,11069
35849,54,M,5380,11070
28542,50,W,5437,11071
17703,30,M,4889,11075
25095,40,M,5112,11075
42874,32,M,5096,11075
45299,45,M,5304,11076
40111,44,M,5382,11077
25228,34,M,5403,11078
27894,42,M,5318,11079
34328,44,M,5098,11080
28973,32,W,5407,11081
36208,35,M,5054,11081
39221,38,M,5375,11082
24872,33,W,5476,11082
33496,37,M,5591,11082
14773,36,M,5522,11082
10134,26,M,5392,11082
11306,43,M,5244,11085
47219,34,M,5003,11085
38069,37,M,5339,11086
17968,34,M,5293,11087
40023,36,M,5612,11089
26093,37,M,5077,11090
24462,45,M,5220,11090
48518,34,W,5453,11090
42489,48,M,5314,11093
21919,33,M,5084,11093
22698,40,M,5262,11093
39563,39,M,5378,11095
46422,34,M,5401,11096
18156,26,W,5528,11097
17159,47,M,5301,11098
28659,46,M,5376,11098
30585,44,M,5544,11099
38476,40,M,5175,11100
36772,48,M,5396,11100
32201,28,M,5203,11101
44339,34,M,5429,11101
45016,44,M,5293,11102
40739,41,M,5324,11104
45942,34,M,5366,11107
31408,46,M,5478,11107
12863,32,W,5473,11110
47951,39,M,5214,11112
48000,24,W,5496,11112
25728,46,M,5288,11113
34551,20,M,5599,11113
38625,29,M,5407,11114
20269,40,W,5304,11114
22580,41,M,5292,11117
37810,49,M,5433,11117
46539,42,M,5212,11118
46886,42,W,5397,11118
35802,47,M,5146,11119
28258,38,M,5484,11121
38791,40,M,5250,11122
43622,40,M,5094,11123
44478,25,M,5358,11124
44613,51,M,5376,11125
19978,46,M,5415,11126
21814,37,M,5248,11126
43629,23,M,4964,11126
44064,60,M,5379,11127
36052,48,M,5202,11127
28240,47,M,5361,11129
25161,27,M,5195,11130
26870,47,M,5522,11130
21346,40,M,5407,11131
41528,35,M,5557,11131
23973,49,M,5359,11132
43767,45,M,5267,11132
34295,40,M,5218,11132
35089,50,M,5558,11133
15181,27,M,5417,11133
20741,41,M,5147,11134
16960,42,M,5258,11134
47843,41,M,5286,11134
46710,50,M,5529,11135
18069,42,M,5218,11135
14234,36,M,5447,11137
44763,34,M,5616,11137
40857,47,M,5387,11138
31628,39,M,5504,11139
18176,47,M,5196,11141
15219,54,M,5287,11141
39195,49,M,5441,11142
48902,38,M,5206,11143
28799,31,M,5316,11143
14510,36,M,5324,11143
47329,46,W,5365,11143
37902,28,M,5403,11144
22261,35,M,5363,11145
21093,45,M,5409,11145
29891,52,M,5014,11146
21768,39,M,5315,11147
29617,48,M,5422,11147
41641,39,M,5258,11148
25985,43,M,5501,11149
42326,28,M,5495,11149
32892,36,M,5399,11152
11078,37,M,5418,11153
48819,34,M,5267,11153
35713,42,M,5696,11153
19635,24,M,5172,11154
33879,45,M,5488,11157
28414,47,M,5181,11158
27101,24,M,5025,11159
40108,37,M,5242,11159
11308,34,W,5251,11160
43047,43,M,5520,11160
27606,46,M,5127,11160
19942,38,M,5537,11162
15334,36,M,5114,11163
18965,43,M,5289,11165
45176,29,M,5386,11166
28602,47,M,4895,11167
22891,36,M,5561,11168
17285,26,M,5389,11169
37704,32,M,5196,11169
18129,51,M,5361,11170
19604,28,M,5626,11171
46692,44,M,5381,11171
41282,44,M,5487,11172
40525,42,M,5497,11172
23549,46,M,5429,11172
37990,32,W,5333,11173
18682,32,M,5288,11175
25199,42,W,5418,11176
32924,49,M,5176,11176
32151,28,W,5436,11176
23676,39,M,5429,11177
33763,47,M,5580,11177
20072,35,M,5440,11178
43288,35,M,4822,11178
15221,35,M,5374,11179
36584,47,M,4960,11180
25924,51,M,5559,11180
19388,40,M,5331,11181
26219,44,M,5333,11182
20704,42,M,5235,11183
18633,33,M,5325,11183
28215,45,M,5354,11184
16265,32,M,5377,11184
28263,34,M,5393,11184
14406,39,M,5304,11185
16824,57,M,5342,11185
39751,30,M,5564,11185
29112,46,W,5296,11187
21588,51,M,5151,11189
41729,41,M,5190,11189
15853,42,M,5281,11191
36559,36,M,5510,11192
22669,33,M,5188,11193
13440,35,M,5343,11193
47520,41,M,5594,11194
44282,29,M,5031,11194
46650,48,M,5432,11195
36365,56,M,5383,11196
37095,44,M,5383,11196
27260,32,W,5203,11197
41567,44,M,5304,11197
38939,38,M,5103,11198
30530,30,M,5297,11200
27897,47,M,5510,11201
34730,30,M,5274,11202
24512,35,M,5290,11203
35709,45,W,5289,11204
39545,37,M,5563,11205
41842,47,M,5408,11205
19801,36,M,5457,11207
28626,45,M,5307,11211
48489,44,M,5291,11212
25270,31,W,5523,11212
49989,37,M,5500,11213
16894,40,M,5178,11214
36327,37,M,5296,11214
34966,58,M,5322,11215
14079,38,M,5164,11217
33674,41,M,5490,11217
35529,28,M,5620,11217
48265,41,M,5505,11219
42827,32,M,5528,11221
22481,50,M,5437,11221
21354,54,M,5392,11222
37263,40,W,5465,11223
37054,35,M,5223,11224
23042,44,M,5511,11224
40759,47,M,5313,11225
13446,30,M,5259,11225
25061,43,M,5237,11227
28642,24,W,5493,11227
23909,22,W,5493,11227
48821,24,M,5078,11228
40367,28,M,5596,11229
36952,37,M,5385,11230
25943,35,M,5586,11230
13268,35,M,5399,11231
46734,31,M,5339,11231
29195,51,M,5270,11231
49573,48,M,5446,11233
13274,46,M,5339,11234
28458,24,W,5535,11234
42043,30,M,5233,11236
48678,27,M,5310,11237
14994,33,M,5449,11237
49412,46,M,5527,11238
49473,37,M,5547,11239
40225,43,M,5218,11239
14093,40,M,5375,11239
28536,39,M,5276,11241
38167,32,M,5427,11242
41201,22,M,5292,11245
12778,53,M,5561,11245
44855,38,M,5192,11246
29312,47,M,5364,11248
20661,41,M,5476,11250
35065,24,W,5264,11251
31878,30,M,5454,11251
43805,40,M,5440,11251
24256,48,M,5328,11252
14768,42,M,5481,11253
41397,41,M,5333,11254
48129,45,M,5403,11255
25579,39,M,5528,11255
18280,31,M,5456,11255
15806,34,M,5418,11256
31679,37,M,5128,11256
18462,45,M,5355,11256
29566,27,M,5389,11257
14978,41,M,5450,11257
12060,46,M,5330,11258
47576,37,M,5180,11259
43372,49,M,5431,11259
13232,36,W,5472,11259
14652,47,M,5572,11260
18267,37,M,5169,11261
40612,35,M,5302,11263
46273,31,M,5489,11263
39953,38,M,5564,11264
17529,30,M,5409,11264
12167,47,M,5533,11264
27998,47,M,5266,11265
25732,25,M,5545,11266
44867,53,M,5298,11269
26763,27,M,5367,11271
13503,31,M,5332,11271
47192,29,M,5460,11271
22165,54,M,5294,11271
23348,30,M,5130,11271
19484,36,M,5130,11272
41585,29,M,5110,11272
29258,30,M,5638,11275
48340,52,M,5439,11276
33573,44,M,5440,11276
22189,43,M,5416,11276
48728,46,M,5348,11277
32801,41,M,5266,11277
45156,36,M,4935,11278
12066,39,M,5393,11280
24725,29,W,5419,11280
32761,48,M,5528,11280
29889,48,M,5544,11281
39409,26,M,5602,11281
17195,46,M,4845,11281
18601,24,M,4720,11283
35851,47,M,5417,11284
17017,34,W,5333,11285
11262,45,M,5428,11286
34818,32,W,5533,11286
46908,53,M,5324,11286
32267,54,M,5438,11286
25243,46,M,5049,11287
48755,20,M,5181,11288
22329,23,M,5501,11288
20016,46,M,5390,11288
44530,38,M,5372,11288
45092,59,M,5445,11291
33135,50,M,5471,11292
27859,30,M,5482,11292
26513,26,W,5527,11292
45806,38,M,5879,11293
15149,61,M,5436,11294
47396,25,M,5229,11294
13583,45,M,5414,11294
41590,26,M,5370,11294
46242,37,M,5447,11296
19946,46,M,5320,11296
11007,51,M,5277,11296
15032,41,M,5445,11297
42595,43,M,5436,11297
33026,42,M,5409,11298
23110,47,M,5140,11298
31192,51,M,5309,11298
24558,49,M,5261,11298
40927,26,W,5418,11299
28476,37,W,5623,11300
13510,48,M,5587,11304
23341,44,M,5611,11306
33523,36,M,5407,11306
41138,38,M,5537,11306
38225,38,M,5203,11307
32646,32,M,4720,11307
28361,42,M,5473,11308
26494,31,M,5345,11308
36594,27,M,4968,11309
20505,50,M,5284,11310
22997,29,M,5605,11311
24546,34,M,5571,11312
41357,34,M,5606,11312
20824,37,M,5296,11312
21425,37,M,5650,11313
15540,38,W,5470,11313
21916,48,M,5424,11313
12864,22,M,5347,11313
12463,56,M,5558,11314
27177,39,M,5248,11314
21792,31,M,5346,11316
40691,40,W,5596,11317
22979,45,M,5306,11318
33102,47,M,5466,11318
36277,47,M,5220,11323
29591,39,M,5400,11323
47779,39,M,5596,11323
44271,34,M,5480,11325
32003,31,M,4988,11326
41351,52,M,5622,11326
23832,36,M,5461,11327
22058,40,M,5287,11327
39844,40,M,5382,11327
14196,41,M,5487,11329
44037,32,M,5531,11330
20311,46,M,5544,11331
34031,24,M,5280,11331
15038,39,M,5345,11333
25733,41,M,5332,11333
48597,40,W,5379,11334
34481,29,M,5440,11334
21788,33,M,5463,11335
48848,46,M,5450,11336
18876,34,M,5580,11337
13195,45,M,5479,11337
28773,37,M,5490,11338
37977,28,M,5538,11339
27254,49,M,5415,11340
30076,24,M,5590,11342
16213,28,W,5369,11342
16787,43,M,5345,11342
48591,37,M,5208,11342
19607,27,W,5623,11343
35216,32,M,5365,11343
21805,42,M,5760,11344
20697,32,M,5229,11346
42422,39,M,5440,11346
27833,39,M,5435,11348
35702,38,M,5596,11349
44876,25,M,5459,11349
28656,56,M,5222,11349
31023,26,W,5545,11353
44132,29,M,5209,11354
48163,46,M,5485,11354
31349,28,M,5546,11355
30290,32,M,5101,11355
43059,35,W,5413,11356
22358,34,M,5565,11357
36020,46,M,5613,11357
33743,53,M,5253,11357
47521,30,M,5441,11358
17612,51,M,5580,11359
24674,30,M,5717,11359
22701,45,M,5572,11360
22979,51,M,5127,11361
45996,23,W,5586,11363
43221,39,M,5439,11363
27900,28,M,5237,11364
37898,36,M,5334,11366
40434,46,M,4984,11368
40816,29,M,5001,11368
16008,27,M,5663,11369
41663,39,M,5488,11370
48931,44,M,5434,11370
11608,42,M,5292,11372
30168,48,M,5191,11373
13494,43,M,5558,11373
14216,20,M,5486,11374
42863,43,M,5571,11377
15850,45,M,5148,11378
19345,44,M,5541,11379
37597,50,M,5574,11379
29097,28,W,5540,11382
28412,45,M,5467,11382
24731,34,M,5507,11382
10817,29,M,5258,11383
42089,45,M,5794,11383
45546,44,M,5379,11383
42264,35,M,5094,11384
16502,42,W,5527,11384
18550,43,M,5578,11384
23611,25,W,5442,11385
14983,45,M,5476,11385
11486,32,M,5530,11385
33773,29,M,5170,11385
31760,49,M,5505,11387
20848,44,M,5667,11387
46343,36,M,5383,11387
13255,44,M,5136,11388
12606,51,M,5452,11388
10143,44,M,5424,11389
12691,33,M,5569,11389
21815,33,W,5528,11391
47313,24,M,5593,11391
45747,34,M,5557,11392
44499,43,M,5293,11392
29813,46,M,5562,11393
10956,34,M,5378,11393
31481,35,M,5573,11395
16575,26,M,5593,11395
31230,31,M,5598,11395
21356,58,M,5430,11396
40983,45,M,5250,11398
17470,41,M,5623,11400
32520,43,M,5480,11400
11666,26,M,5203,11402
27704,45,M,5348,11404
26719,40,M,5565,11404
11275,33,M,5124,11405
40921,44,M,5627,11405
21395,33,M,5576,11406
33733,52,M,5483,11406
12171,30,M,5441,11406
36796,29,M,5500,11406
12714,35,M,5452,11406
37399,44,M,5325,11408
40302,45,M,5656,11409
25445,42,M,5194,11410
43710,37,M,5573,11410
16629,40,M,5599,11411
26825,42,M,5454,11412
35189,37,M,5491,11412
42287,30,M,5674,11412
30729,23,M,5511,11413
13289,38,M,5382,11413
40007,45,M,5388,11414
10536,29,M,5566,11414
17594,37,M,5516,11415
19947,40,M,5368,11415
30514,21,M,5382,11416
25116,31,M,5561,11418
18159,44,M,4884,11418
34555,29,M,5319,11419
21549,42,M,5405,11419
29426,39,M,5434,11421
33791,36,M,4932,11421
13734,36,M,5143,11422
17383,39,M,5292,11423
11727,28,M,5531,11425
32783,39,M,5700,11427
19076,45,M,5385,11427
26800,32,M,5586,11428
30417,44,W,5615,11430
20964,33,M,5073,11432
28121,40,M,5188,11433
40917,50,M,5663,11434
32374,24,M,5636,11434
28421,43,M,5394,11434
37250,34,M,5202,11434
44212,43,M,5583,11435
29003,43,W,5541,11436
39669,34,M,5076,11436
19880,28,W,5495,11437
34278,38,W,5634,11437
10989,49,M,5614,11438
24822,36,M,5326,11438
41828,40,W,5569,11440
41736,26,M,5451,11440
24891,42,M,5467,11441
48078,46,M,5480,11441
48563,40,M,5361,11442
13026,45,M,5630,11442
37961,38,M,5465,11444
24127,33,M,5471,11445
31813,31,M,5526,11446
10803,31,M,5639,11447
23287,52,M,5652,11448
41652,30,M,5691,11449
33977,28,M,5451,11449
36544,44,M,5208,11450
12081,33,M,5374,11450
17119,28,M,5057,11450
22574,36,M,5563,11450
24133,47,M,5623,11451
16487,34,W,5586,11452
33504,43,M,5388,11452
34723,40,M,5507,11452
23274,35,M,5488,11455
15648,29,M,5334,11456
25772,38,M,5187,11456
24499,25,M,5215,11456
39332,35,M,5288,11456
33603,46,M,5558,11457
49973,38,W,5634,11458
12066,32,M,5279,11459
12199,32,W,5553,11460
37784,31,W,5265,11461
27384,52,M,5646,11462
26282,35,M,5565,11463
32971,43,M,5391,11464
20077,31,M,5349,11464
22219,41,M,5640,11464
20099,28,M,5663,11465
42686,40,M,5470,11465
41372,39,M,5320,11467
42541,42,M,5409,11469
30165,24,M,5306,11470
46600,34,M,5578,11470
14151,47,M,5375,11470
29735,26,M,5433,11471
21887,26,W,5537,11471
40238,57,M,5398,11473
28166,57,M,5537,11473
34895,38,W,5571,11474
25427,38,M,5622,11475
46642,36,M,5391,11475
12750,43,M,5589,11475
27580,36,M,5701,11475
47898,37,M,5622,11476
46263,36,M,5429,11477
11629,31,M,5564,11477
38835,35,M,5644,11479
44781,51,M,5330,11481
40008,34,M,5237,11481
38167,51,M,5589,11482
13124,46,M,5509,11483
24579,36,M,5685,11483
16490,55,M,5462,11483
16956,44,M,5591,11483
18315,45,M,5213,11486
22215,47,M,5473,11486
16171,39,M,5381,11487
20114,38,W,5564,11487
33415,42,M,5234,11488
27358,55,M,5557,11489
17072,40,M,5394,11491
43234,39,M,5119,11492
40331,27,M,5074,11492
41063,33,M,5239,11492
26701,46,M,5727,11493
20372,35,M,5528,11493
27313,26,W,5727,11493
11858,48,M,5595,11493
19671,30,M,5598,11493
14261,39,M,5595,11493
45377,34,M,5328,11493
32927,36,M,5214,11495
39044,48,M,5431,11496
15666,33,W,5511,11496
11738,44,M,5118,11497
23062,41,W,5694,11498
38038,32,W,5466,11499
48130,46,M,5577,11500
45756,25,M,5347,11500
21987,29,M,5300,11502
39552,47,M,5455,11504
32365,49,M,5267,11504
20574,45,M,5327,11505
42994,41,M,5600,11505
12698,42,M,5132,11505
11115,40,M,5536,11506
21835,45,M,5492,11507
43088,33,M,5390,11507
36574,33,M,5471,11507
34589,44,W,5563,11508
41474,39,M,5543,11509
26648,41,M,5590,11515
32876,41,M,5207,11518
23818,31,M,5554,11519
40476,39,M,5671,11519
27068,27,M,5461,11519
34136,34,M,5286,11520
13830,34,M,5603,11522
49373,44,W,5508,11522
40066,47,M,5157,11525
25221,53,M,5371,11527
11252,40,M,5378,11528
33811,39,M,5606,11528
48400,23,M,5495,11530
18682,48,M,5536,11530
48060,49,M,5353,11531
15801,32,M,5473,11531
10659,36,M,5429,11532
13884,43,M,5616,11532
36977,45,M,5495,11533
17071,24,W,5400,11533
46159,36,M,5363,11535
12207,39,M,5446,11535
17182,28,M,5253,11536
12504,38,M,5271,11537
30158,42,M,5584,11537
13261,53,M,5249,11538
38407,22,W,5356,11538
48029,42,M,5452,11539
39961,43,M,5575,11540
10685,51,M,5638,11541
25239,53,M,5617,11541
34257,42,M,5481,11542
18424,29,M,5268,11542
16647,31,M,5684,11543
39309,53,M,5475,11543
30706,29,M,5651,11544
35367,29,W,5563,11545
29281,36,M,5621,11545
43725,44,M,5618,11545
30050,41,M,5523,11546
21609,38,M,5483,11547
15713,33,M,5695,11548
43189,34,M,5549,11548
42737,41,M,5405,11549
29863,48,M,5580,11553
16956,30,M,5662,11553
27567,34,W,5592,11553
39107,50,M,5474,11555
33571,46,M,5479,11555
26159,34,M,5430,11556
36063,39,W,5731,11556
26833,39,M,5116,11556
44507,48,W,5370,11557
42407,42,M,5374,11557
39781,49,M,5568,11557
25515,53,M,5880,11557
31357,44,M,5465,11560
21047,43,M,5557,11561
34815,30,M,4947,11562
42378,41,M,5185,11562
41823,44,M,5453,11562
21251,26,M,5177,11562
31402,29,M,5715,11562
35583,41,M,5282,11563
31477,33,W,5498,11563
20145,50,M,5470,11565
32644,48,M,5624,11565
34630,40,M,5419,11566
19021,30,M,5692,11566
24671,40,M,5709,11567
27509,38,M,5528,11567
47797,39,W,5713,11567
13755,34,M,5220,11568
10223,40,M,5259,11570
36550,38,M,5572,11571
49600,28,W,5559,11571
45412,38,M,5314,11572
12789,45,M,5546,11572
23004,40,M,5652,11572
46334,48,M,5369,11573
40527,28,M,5584,11573
18975,30,W,5546,11576
34657,38,M,5386,11578
26038,29,M,5470,11578
23624,49,M,5789,11578
39437,32,M,5597,11579
16997,30,M,5560,11579
13377,35,M,5561,11580
24485,42,W,5981,11581
47858,31,M,5935,11582
28655,48,M,5715,11582
23687,43,M,5615,11584
33614,46,M,5531,11585
12020,54,M,5613,11585
45061,40,M,5577,11585
36141,24,M,5471,11586
38616,49,M,5527,11587
21808,48,M,5428,11587
43236,48,M,5520,11588
29753,39,M,5506,11588
10445,37,M,5383,11589
48262,46,M,5705,11590
11364,46,M,5245,11591
21745,32,W,5719,11591
12005,43,M,5424,11591
42674,23,M,5520,11592
23742,31,M,5440,11592
12101,27,W,5523,11593
41836,33,M,5124,11593
14636,46,M,5217,11593
45492,48,W,5687,11593
43493,49,M,5636,11593
11378,38,M,5137,11595
33261,32,M,5567,11595
42982,27,W,5403,11595
32554,27,M,5310,11596
25781,43,M,5474,11597
12959,38,M,5563,11597
18034,45,M,5664,11599
19175,35,W,5598,11599
13037,41,M,5543,11600
26360,49,M,5494,11600
42148,49,M,5733,11601
38064,30,M,5425,11601
39302,41,M,5224,11602
35384,45,M,5603,11603
41726,36,M,5315,11605
11372,43,M,5576,11605
32418,53,M,5551,11606
34759,48,M,5582,11606
27661,30,M,5346,11607
36282,39,M,5592,11607
45028,39,M,5431,11607
23610,46,M,5519,11607
17761,40,M,5867,11608
27233,38,W,5296,11610
39415,39,W,5715,11610
38695,38,M,5414,11612
38512,49,M,5550,11613
33213,40,M,5435,11614
41655,24,M,5743,11614
44224,49,M,5454,11614
10062,42,W,5598,11615
31454,35,M,5965,11616
32112,28,M,5170,11620
18892,36,M,5521,11620
36624,38,M,5645,11620
24964,27,M,5283,11620
29944,30,M,5510,11621
43309,36,W,5232,11623
34740,42,M,5554,11623
46777,41,M,5331,11624
14013,45,M,5402,11624
42342,45,M,5260,11624
47971,35,M,5554,11624
36920,25,W,5659,11625
